           1   0.0000000000000000     
           2   2.2204460492503131E-016
           3   1.2034817586936697E-013
           4   4.0318859362287185E-012
           5   1.0841039177478251E-010
           6   4.1855297006065939E-010
           7   1.7471027491389179E-007
           8   3.6807200658461880E-006
           9   5.3775354252771912E-005
          10   3.8664382406069731E-002
